id,subj,nseq,ntrialsubj,ntrialseq,lasttrial,H,I,D,event,R,P_group,pred_trials,AL,ALV,slat,linger,dwell
118,15,4,30,1,6,-1.9219,2.0,0.078072,0,0.0,80,0,0.0,,1428.4,938.22,756.54
118,15,4,31,2,6,-1.9183,2.3219,0.070299,0,0.0,80,0,0.0,0.0,553.87,750.9,2096.4
118,15,4,32,3,6,-1.8424,1.585,0.028306,0,0.69315,80,1,,,,,
118,15,4,33,4,6,-1.75,1.2224,0.014874,0,1.7918,80,1,,,,,
118,15,4,34,5,6,-1.6577,1.0,0.0089239,0,3.1781,80,1,,,,,
118,15,4,35,6,6,-1.571,0.848,0.0058176,1,4.7875,80,1,0.0,,508.57,-181.6,809.83
119,16,1,1,1,13,-1.9219,2.0,0.078072,0,0.0,100,0,,,,,
119,16,1,2,2,13,-1.7925,1.3219,0.029447,0,0.69315,100,1,,,,,
119,16,1,3,3,13,-1.6645,1.0,0.014772,0,1.7918,100,1,,,,,
119,16,1,4,4,13,-1.5488,0.80735,0.00856,0,3.1781,100,1,,,,,
119,16,1,5,5,13,-1.4466,0.67807,0.0054313,0,4.7875,100,1,,,,,
119,16,1,6,6,13,-1.3568,0.58496,0.0036716,0,6.5793,100,1,,,,,
119,16,1,7,7,13,-1.2776,0.51457,0.002602,0,6.5793,100,1,,,,,
119,16,1,8,8,13,-1.2075,0.45943,0.0019129,0,6.5793,100,1,,,,,
119,16,1,9,9,13,-1.1451,0.41504,0.0014482,0,6.5793,100,1,,,,,
119,16,1,10,10,13,-1.0892,0.37851,0.0011233,0,6.5793,100,1,,,,,
119,16,1,11,11,13,-1.0389,0.34792,0.00088903,0,6.5793,100,1,,,,,
119,16,1,12,12,13,-0.99339,0.32193,0.00071583,0,6.5793,100,1,,,,,
119,16,1,13,13,13,-0.95199,0.29956,0.00058497,0,6.5793,100,1,,,,,
120,16,2,14,1,15,-1.9219,2.0,0.078072,0,0.0,60,0,0.0,,938.72,198.62,759.89
120,16,2,15,2,15,-1.7925,1.3219,0.029447,0,0.69315,60,1,,,,,
120,16,2,16,3,15,-1.8424,2.585,0.063322,0,0.69315,60,0,,,,,
120,16,2,17,4,15,-1.75,1.2224,0.014874,0,1.7918,60,1,1.0,0.0,575.2,-164.94,166.71
120,16,2,18,5,15,-1.6577,1.0,0.0089239,0,3.1781,60,1,,,,,
120,16,2,19,6,15,-1.761,3.1699,0.047997,0,3.1781,60,0,,,,,
120,16,2,20,7,15,-1.6858,1.0,0.0059698,0,3.1781,60,1,,,,,
120,16,2,21,8,15,-1.7925,3.4594,0.041136,0,1.7918,60,0,0.0,,856.48,751.06,1816.4
120,16,2,22,9,15,-1.7272,1.0,0.0042725,0,3.1781,60,1,,,,,
120,16,2,23,10,15,-1.6645,0.89308,0.0031677,0,3.1781,60,1,0.0,,997.4,40.624,543.22
120,16,2,24,11,15,-1.7232,2.8074,0.017457,0,2.4849,60,0,,,,,
120,16,2,25,12,15,-1.7806,2.9069,0.016571,0,1.7918,60,0,,,,,
120,16,2,26,13,15,-1.7322,1.0,0.0024975,0,1.7918,60,1,0.0,,710.11,649.84,1439.7
120,16,2,27,14,15,-1.685,0.91754,0.001984,0,3.1781,60,1,,,,,
120,16,2,28,15,15,-1.7488,3.1699,0.01436,0,1.7918,60,0,,,,,
121,16,3,29,1,12,-1.9219,2.0,0.078072,0,0.0,80,0,,,,,
121,16,3,30,2,12,-1.7925,1.3219,0.029447,0,0.69315,80,1,,,,,
121,16,3,31,3,12,-1.6645,1.0,0.014772,0,1.7918,80,1,,,,,
121,16,3,32,4,12,-1.75,2.8074,0.057355,0,1.7918,80,0,,,,,
121,16,3,33,5,12,-1.6577,1.0,0.0089239,0,3.1781,80,1,0.0,,1593.7,276.99,183.31
121,16,3,34,6,12,-1.571,0.848,0.0058176,0,4.7875,80,1,0.0,,712.52,865.63,1653.1
121,16,3,35,7,12,-1.4911,0.73697,0.0040189,0,4.7875,80,1,0.0,,84.593,750.77,2572.9
121,16,3,36,8,12,-1.4183,0.65208,0.0028992,0,4.7875,80,1,0.0,,636.6,856.35,1719.8
121,16,3,37,9,12,-1.5466,3.585,0.038369,0,3.1781,80,0,,,,,
121,16,3,38,10,12,-1.4838,0.70044,0.0023223,0,4.7875,80,1,0.0,,434.0,1013.7,573.24
121,16,3,39,11,12,-1.4256,0.63743,0.0017997,0,4.7875,80,1,0.0,,819.3,1079.0,1759.7
121,16,3,40,12,12,-1.3716,0.58496,0.0014243,1,4.7875,80,1,0.0,,588.07,591.15,1316.4
122,16,4,41,1,8,-1.9219,2.0,0.078072,0,0.0,60,0,0.0,,586.27,-753.79,159.93
122,16,4,42,2,8,-1.9183,2.3219,0.070299,0,0.0,60,0,0.0,,1258.2,898.04,1139.8
122,16,4,43,3,8,-1.8424,1.585,0.028306,0,0.69315,60,1,,,,,
122,16,4,44,4,8,-1.75,1.2224,0.014874,0,1.7918,60,1,,,,,
122,16,4,45,5,8,-1.8366,3.0,0.052297,0,1.7918,60,0,0.0,,1144.2,34.114,389.91
122,16,4,46,6,8,-1.761,1.1699,0.008961,0,3.1781,60,1,,,,,
122,16,4,47,7,8,-1.6858,1.0,0.0059698,0,3.1781,60,1,,,,,
122,16,4,48,8,8,-1.7296,2.4594,0.02071,1,3.1781,60,0,,,,,
123,16,5,49,1,5,-1.9219,2.0,0.078072,0,0.0,60,0,,,,,
123,16,5,50,2,5,-1.7925,1.3219,0.029447,0,0.69315,60,1,,,,,
123,16,5,51,3,5,-1.8424,2.585,0.063322,0,0.69315,60,0,0.0,,1608.3,904.87,1039.9
123,16,5,52,4,5,-1.9056,2.8074,0.057355,0,0.69315,60,0,,,,,
123,16,5,53,5,5,-1.8366,1.415,0.014536,1,1.7918,60,1,,,,,
124,16,6,54,1,10,-1.9219,2.0,0.078072,0,0.0,100,0,,,,,
124,16,6,55,2,10,-1.7925,1.3219,0.029447,0,0.69315,100,1,,,,,
124,16,6,56,3,10,-1.6645,1.0,0.014772,0,1.7918,100,1,,,,,
124,16,6,57,4,10,-1.5488,0.80735,0.00856,0,3.1781,100,1,3.0,1.0,-162.1,-1452.1,209.95
124,16,6,58,5,10,-1.4466,0.67807,0.0054313,0,4.7875,100,1,,,,,
124,16,6,59,6,10,-1.3568,0.58496,0.0036716,0,6.5793,100,1,,,,,
124,16,6,60,7,10,-1.2776,0.51457,0.002602,0,6.5793,100,1,,,,,
124,16,6,61,8,10,-1.2075,0.45943,0.0019129,0,6.5793,100,1,,,,,
124,16,6,62,9,10,-1.1451,0.41504,0.0014482,0,6.5793,100,1,,,,,
124,16,6,63,10,10,-1.0892,0.37851,0.0011233,1,6.5793,100,1,0.0,,3749.5,2249.5,-30.01
125,17,1,4,2,6,-1.9219,2.0,0.078072,0,0.0,60,0,1.0,0.0,193.96,750.83,2459.6
125,17,1,5,3,6,-1.9183,2.3219,0.070299,0,0.0,60,0,,,,,
125,17,1,6,4,6,-1.9502,2.585,0.063322,0,0.0,60,1,0.0,,617.93,624.39,1506.5
125,17,1,7,5,6,-1.9056,1.8074,0.026716,0,0.69315,60,1,0.0,,593.34,516.48,1423.1
125,17,1,8,6,6,-1.9749,3.0,0.052297,1,0.69315,60,0,,,,,
126,17,2,9,1,11,-1.9219,2.0,0.078072,0,0.0,80,0,,,,,
126,17,2,10,2,11,-1.9183,2.3219,0.070299,0,0.0,80,1,,,,,
126,17,2,11,3,11,-1.8424,1.585,0.028306,0,0.69315,80,1,,,,,
126,17,2,12,4,11,-1.75,1.2224,0.014874,0,1.7918,80,1,,,,,
126,17,2,13,5,11,-1.6577,1.0,0.0089239,0,3.1781,80,1,,,,,
126,17,2,14,6,11,-1.761,3.1699,0.047997,0,3.1781,80,0,0.0,,934.1,680.52,1246.4
126,17,2,15,7,11,-1.6858,1.0,0.0059698,0,4.7875,80,1,,,,,
126,17,2,16,8,11,-1.614,0.87447,0.004198,0,4.7875,80,1,,,,,
126,17,2,17,9,11,-1.5466,0.77761,0.0030736,0,4.7875,80,1,,,,,
126,17,2,18,10,11,-1.4838,0.70044,0.0023223,0,4.7875,80,1,,,,,
126,17,2,19,11,11,-1.4256,0.63743,0.0017997,1,4.7875,80,1,,,,,
127,17,3,20,1,4,-1.9219,2.0,0.078072,0,0.0,100,0,,,,,
127,17,3,21,2,4,-1.7925,1.3219,0.029447,0,0.69315,100,1,,,,,
127,17,3,22,3,4,-1.6645,1.0,0.014772,0,1.7918,100,1,0.0,,1247.5,754.05,1006.6
127,17,3,23,4,4,-1.5488,0.80735,0.00856,1,3.1781,100,1,,,,,
128,18,1,1,1,15,-1.9219,2.0,0.078072,0,0.0,100,0,1.0,1.0,-267.91,749.88,2919.6
128,18,1,2,2,15,-1.7925,1.3219,0.029447,0,0.69315,100,1,0.0,,1073.6,1083.4,1509.8
128,18,1,3,3,15,-1.6645,1.0,0.014772,0,1.7918,100,1,0.0,,185.78,1095.4,2409.6
128,18,1,4,4,15,-1.5488,0.80735,0.00856,0,3.1781,100,1,0.0,,184.47,1077.4,2393.0
128,18,1,5,5,15,-1.4466,0.67807,0.0054313,0,4.7875,100,1,0.0,,116.54,1106.1,1523.1
128,18,1,6,6,15,-1.3568,0.58496,0.0036716,0,6.5793,100,1,0.0,0.0,208.64,951.55,1403.1
128,18,1,7,7,15,-1.2776,0.51457,0.002602,0,6.5793,100,1,0.0,,413.84,751.16,2236.3
128,18,1,8,8,15,-1.2075,0.45943,0.0019129,0,6.5793,100,1,0.0,,242.66,925.59,2182.9
128,18,1,9,9,15,-1.1451,0.41504,0.0014482,0,6.5793,100,1,1.0,1.0,-445.3,987.64,2932.9
128,18,1,10,10,15,-1.0892,0.37851,0.0011233,0,6.5793,100,1,1.0,1.0,-349.79,843.05,2692.8
128,18,1,11,11,15,-1.0389,0.34792,0.00088903,0,6.5793,100,1,1.0,1.0,-574.58,868.31,2363.0
128,18,1,12,12,15,-0.99339,0.32193,0.00071583,0,6.5793,100,1,0.0,,547.33,640.43,1593.1
128,18,1,13,13,15,-0.95199,0.29956,0.00058497,0,6.5793,100,1,1.0,1.0,-317.16,652.49,2469.7
128,18,1,14,14,15,-0.91418,0.28011,0.00048423,0,6.5793,100,1,1.0,1.0,-515.11,717.78,663.22
128,18,1,15,15,15,-0.87951,0.26303,0.00040541,0,6.5793,100,1,1.0,1.0,3.439,2106.2,2243.0
129,18,2,16,1,12,-1.9219,2.0,0.078072,0,0.0,60,0,0.0,,691.33,1044.3,1969.7
129,18,2,17,2,12,-1.7925,1.3219,0.029447,0,0.69315,60,1,1.0,0.0,896.79,866.61,1469.8
129,18,2,18,3,12,-1.8424,2.585,0.063322,0,0.69315,60,0,1.0,0.0,379.11,915.42,2036.3
129,18,2,19,4,12,-1.75,1.2224,0.014874,0,1.7918,60,1,1.0,0.0,917.62,1004.0,1586.4
129,18,2,20,5,12,-1.6577,1.0,0.0089239,0,3.1781,60,1,4.0,0.0,849.68,819.4,1469.7
129,18,2,21,6,12,-1.761,3.1699,0.047997,0,3.1781,60,0,1.0,0.0,11.833,711.52,2199.7
129,18,2,22,7,12,-1.6858,1.0,0.0059698,0,3.1781,60,1,1.0,0.0,463.81,773.47,1809.7
129,18,2,23,8,12,-1.7925,3.4594,0.041136,0,1.7918,60,0,0.0,,889.03,992.11,1803.1
129,18,2,24,9,12,-1.7272,1.0,0.0042725,0,3.1781,60,1,1.0,0.0,464.49,557.59,1593.1
129,18,2,25,10,12,-1.6645,0.89308,0.0031677,0,3.1781,60,1,0.0,,766.52,586.37,1319.8
129,18,2,26,11,12,-1.7232,2.8074,0.017457,0,2.4849,60,0,1.0,0.0,-264.72,594.97,2359.7
129,18,2,27,12,12,-1.7806,2.9069,0.016571,1,1.7918,60,0,1.0,0.0,470.65,253.8,1283.2
130,18,3,28,1,4,-1.9219,2.0,0.078072,0,0.0,100,0,0.0,,946.38,739.51,1293.1
130,18,3,29,2,4,-1.7925,1.3219,0.029447,0,0.69315,100,1,1.0,0.0,595.2,5.017,909.82
130,18,3,30,3,4,-1.6645,1.0,0.014772,0,1.7918,100,1,1.0,0.0,557.19,713.66,1656.5
130,18,3,31,4,4,-1.5488,0.80735,0.00856,1,3.1781,100,1,,,,,
131,18,4,32,1,4,-1.9219,2.0,0.078072,0,0.0,60,0,,,,,
131,18,4,33,2,4,-1.9183,2.3219,0.070299,0,0.0,60,0,,,,,
131,18,4,34,3,4,-1.8424,1.585,0.028306,0,0.69315,60,1,,,,,
131,18,4,35,4,4,-1.9056,2.8074,0.057355,0,0.69315,60,0,,,,,
132,19,1,1,1,15,-1.9219,2.0,0.078072,0,0.0,100,0,0.0,,845.01,-11.777,643.21
132,19,1,2,2,15,-1.7925,1.3219,0.029447,0,0.69315,100,1,0.0,,860.05,723.3,1363.2
132,19,1,3,3,15,-1.6645,1.0,0.014772,0,1.7918,100,1,2.0,0.0,685.54,271.96,1086.4
132,19,1,4,4,15,-1.5488,0.80735,0.00856,0,3.1781,100,1,0.0,,1677.4,593.96,416.57
132,19,1,5,5,15,-1.4466,0.67807,0.0054313,0,4.7875,100,1,2.0,0.0,739.58,822.76,1583.2
132,19,1,6,6,15,-1.3568,0.58496,0.0036716,0,6.5793,100,1,0.0,,1668.2,841.37,673.21
132,19,1,7,7,15,-1.2776,0.51457,0.002602,0,6.5793,100,1,0.0,,1786.7,656.62,369.96
132,19,1,8,8,15,-1.2075,0.45943,0.0019129,0,6.5793,100,1,,,,,
132,19,1,9,9,15,-1.1451,0.41504,0.0014482,0,6.5793,100,1,0.0,,907.53,943.98,379.93
132,19,1,10,10,15,-1.0892,0.37851,0.0011233,0,6.5793,100,1,0.0,,193.12,749.5,129.92
132,19,1,11,11,15,-1.0389,0.34792,0.00088903,0,6.5793,100,1,0.0,,791.52,597.97,1306.5
132,19,1,12,12,15,-0.99339,0.32193,0.00071583,0,6.5793,100,1,0.0,,1776.9,790.08,513.19
132,19,1,13,13,15,-0.95199,0.29956,0.00058497,0,6.5793,100,1,0.0,,828.93,618.71,1289.8
132,19,1,14,14,15,-0.91418,0.28011,0.00048423,0,6.5793,100,1,0.0,,1504.2,750.99,1183.2
132,19,1,15,15,15,-0.87951,0.26303,0.00040541,0,6.5793,100,1,,,,,
133,19,2,16,1,12,-1.9219,2.0,0.078072,0,0.0,60,0,0.0,,1187.6,1020.7,1333.1
133,19,2,17,2,12,-1.7925,1.3219,0.029447,0,0.69315,60,1,0.0,,1939.7,1122.9,789.81
133,19,2,18,3,12,-1.8424,2.585,0.063322,0,0.69315,60,0,0.0,,582.06,791.77,1709.7
133,19,2,19,4,12,-1.75,1.2224,0.014874,0,1.7918,60,1,4.0,0.0,244.04,750.95,2533.0
133,19,2,20,5,12,-1.6577,1.0,0.0089239,0,3.1781,60,1,0.0,,432.76,751.12,2306.3
133,19,2,21,6,12,-1.761,3.1699,0.047997,0,3.1781,60,0,0.0,,1811.3,1031.1,719.82
133,19,2,22,7,12,-1.6858,1.0,0.0059698,0,3.1781,60,1,0.0,,1993.1,856.48,363.37
133,19,2,23,8,12,-1.7925,3.4594,0.041136,0,1.7918,60,0,4.0,0.0,685.4,1061.8,1876.4
133,19,2,24,9,12,-1.7272,1.0,0.0042725,0,3.1781,60,1,0.0,,560.72,697.19,1636.5
133,19,2,25,10,12,-1.6645,0.89308,0.0031677,0,3.1781,60,1,,,,,
133,19,2,26,11,12,-1.7232,2.8074,0.017457,0,2.4849,60,0,0.0,,651.48,1011.2,1579.8
133,19,2,27,12,12,-1.7806,2.9069,0.016571,1,1.7918,60,0,0.0,,833.53,966.63,1633.1
134,20,1,1,1,14,-1.9219,2.0,0.078072,0,0.0,100,0,0.0,,887.86,749.89,1829.7
134,20,1,2,2,14,-1.7925,1.3219,0.029447,0,0.69315,100,1,0.0,,379.58,751.02,2332.9
134,20,1,3,3,14,-1.6645,1.0,0.014772,0,1.7918,100,1,0.0,,278.22,751.05,2456.3
134,20,1,4,4,14,-1.5488,0.80735,0.00856,0,3.1781,100,1,0.0,,10.324,751.0,2682.9
134,20,1,5,5,14,-1.4466,0.67807,0.0054313,0,4.7875,100,1,1.0,0.0,1778.8,1065.3,1013.2
134,20,1,6,6,14,-1.3568,0.58496,0.0036716,0,6.5793,100,1,0.0,,744.31,751.13,1936.3
134,20,1,7,7,14,-1.2776,0.51457,0.002602,0,6.5793,100,1,0.0,,306.29,855.92,1179.8
134,20,1,8,8,14,-1.2075,0.45943,0.0019129,0,6.5793,100,1,,,,,
134,20,1,9,9,14,-1.1451,0.41504,0.0014482,0,6.5793,100,1,2.0,1.0,-119.59,433.39,2053.0
134,20,1,10,10,14,-1.0892,0.37851,0.0011233,0,6.5793,100,1,0.0,0.0,392.34,751.09,2286.3
134,20,1,11,11,14,-1.0389,0.34792,0.00088903,0,6.5793,100,1,2.0,1.0,-702.25,750.94,3429.5
134,20,1,12,12,14,-0.99339,0.32193,0.00071583,0,6.5793,100,1,0.0,,166.36,750.99,2576.3
134,20,1,13,13,14,-0.95199,0.29956,0.00058497,0,6.5793,100,1,0.0,,335.04,858.04,699.86
134,20,1,14,14,14,-0.91418,0.28011,0.00048423,0,6.5793,100,1,,,,,
135,20,2,15,1,4,-1.9219,2.0,0.078072,0,0.0,60,0,0.0,,860.23,1003.3,1643.1
135,20,2,16,2,4,-1.7925,1.3219,0.029447,0,0.69315,60,1,0.0,,342.5,750.8,2389.7
135,20,2,17,3,4,-1.8424,2.585,0.063322,0,0.69315,60,0,2.0,0.0,401.38,661.13,1759.7
135,20,2,18,4,4,-1.75,1.2224,0.014874,1,1.7918,60,1,0.0,,156.77,750.93,2503.0
136,20,3,19,1,4,-1.9219,2.0,0.078072,0,0.0,80,0,2.0,0.0,628.15,751.09,2036.4
136,20,3,20,2,4,-1.7925,1.3219,0.029447,0,0.69315,80,1,2.0,0.0,656.9,1036.6,1879.7
136,20,3,21,3,4,-1.6645,1.0,0.014772,0,1.7918,80,1,0.0,,902.28,782.1,1379.8
136,20,3,22,4,4,-1.75,2.8074,0.057355,1,1.7918,80,0,,,,,
137,20,4,23,1,6,-1.9219,2.0,0.078072,0,0.0,100,0,0.0,,924.22,857.32,1316.4
137,20,4,24,2,6,-1.7925,1.3219,0.029447,0,0.69315,100,1,4.0,0.0,1469.4,1002.6,1033.2
137,20,4,25,3,6,-1.6645,1.0,0.014772,0,1.7918,100,1,4.0,0.0,1201.5,874.65,1173.1
137,20,4,26,4,6,-1.5488,0.80735,0.00856,0,3.1781,100,1,0.0,,410.39,843.36,1933.0
137,20,4,27,5,6,-1.4466,0.67807,0.0054313,0,4.7875,100,1,0.0,,868.97,1068.7,1699.7
137,20,4,28,6,6,-1.3568,0.58496,0.0036716,1,6.5793,100,1,,,,,
138,20,5,29,1,4,-1.9219,2.0,0.078072,0,0.0,80,0,0.0,,653.22,566.28,509.85
138,20,5,30,2,4,-1.9183,2.3219,0.070299,0,0.0,80,0,0.0,,658.52,658.26,1499.7
138,20,5,31,3,4,-1.8424,1.585,0.028306,0,0.69315,80,1,0.0,,967.18,643.63,1176.5
138,20,5,32,4,4,-1.75,1.2224,0.014874,1,1.7918,80,1,,,,,
139,21,1,1,1,15,-1.9219,2.0,0.078072,0,0.0,100,0,0.0,,1039.5,749.96,1599.9
139,21,1,2,2,15,-1.7925,1.3219,0.029447,0,0.69315,100,1,0.0,,424.54,751.03,2319.6
139,21,1,3,3,15,-1.6645,1.0,0.014772,0,1.7918,100,1,2.0,0.0,686.45,750.96,2096.3
139,21,1,4,4,15,-1.5488,0.80735,0.00856,0,3.1781,100,1,0.0,,598.56,805.0,2203.1
139,21,1,5,5,15,-1.4466,0.67807,0.0054313,0,4.7875,100,1,0.0,,304.11,751.05,2482.9
139,21,1,6,6,15,-1.3568,0.58496,0.0036716,0,6.5793,100,1,0.0,,822.63,751.06,1869.7
139,21,1,7,7,15,-1.2776,0.51457,0.002602,0,6.5793,100,1,1.0,0.0,681.37,750.97,2093.0
139,21,1,8,8,15,-1.2075,0.45943,0.0019129,0,6.5793,100,1,0.0,,450.04,959.73,2272.9
139,21,1,9,9,15,-1.1451,0.41504,0.0014482,0,6.5793,100,1,3.0,1.0,-531.15,1001.8,2752.9
139,21,1,10,10,15,-1.0892,0.37851,0.0011233,0,6.5793,100,1,0.0,,774.12,751.11,1919.8
139,21,1,11,11,15,-1.0389,0.34792,0.00088903,0,6.5793,100,1,0.0,,642.72,750.88,1986.4
139,21,1,12,12,15,-0.99339,0.32193,0.00071583,0,6.5793,100,1,,,,,
139,21,1,13,13,15,-0.95199,0.29956,0.00058497,0,6.5793,100,1,0.0,,333.56,750.93,2496.2
139,21,1,14,14,15,-0.91418,0.28011,0.00048423,0,6.5793,100,1,0.0,,685.4,1081.7,1896.3
139,21,1,15,15,15,-0.87951,0.26303,0.00040541,0,6.5793,100,1,0.0,,490.83,1143.8,2153.0
140,21,2,16,1,15,-1.9219,2.0,0.078072,0,0.0,60,0,3.0,0.0,1042.0,821.79,1279.8
140,21,2,17,2,15,-1.7925,1.3219,0.029447,0,0.69315,60,1,0.0,,867.54,910.7,1543.2
140,21,2,18,3,15,-1.8424,2.585,0.063322,0,0.69315,60,0,0.0,,766.32,919.44,1653.1
140,21,2,19,4,15,-1.75,1.2224,0.014874,0,1.7918,60,1,3.0,0.0,755.03,908.07,1653.0
140,21,2,20,5,15,-1.6577,1.0,0.0089239,0,3.1781,60,1,0.0,0.0,753.76,1040.2,1786.4
140,21,2,21,6,15,-1.761,3.1699,0.047997,0,3.1781,60,0,3.0,0.0,-727.21,751.14,3402.8
140,21,2,22,7,15,-1.6858,1.0,0.0059698,0,3.1781,60,1,0.0,,741.1,614.21,1373.1
140,21,2,23,8,15,-1.7925,3.4594,0.041136,0,1.7918,60,0,0.0,,656.48,986.2,1829.7
140,21,2,24,9,15,-1.7272,1.0,0.0042725,0,3.1781,60,1,0.0,,381.86,751.56,1869.7
140,21,2,25,10,15,-1.6645,0.89308,0.0031677,0,3.1781,60,1,0.0,,513.9,583.73,1569.8
140,21,2,26,11,15,-1.7232,2.8074,0.017457,0,2.4849,60,0,3.0,0.0,5.925,965.55,2459.6
140,21,2,27,12,15,-1.7806,2.9069,0.016571,0,1.7918,60,0,4.0,1.0,854.52,694.32,1339.8
140,21,2,28,13,15,-1.7322,1.0,0.0024975,0,1.7918,60,1,0.0,,639.9,443.06,1303.2
140,21,2,29,14,15,-1.685,0.91754,0.001984,0,3.1781,60,1,0.0,,235.39,701.74,1966.3
140,21,2,30,15,15,-1.7488,3.1699,0.01436,0,1.7918,60,0,0.0,,484.02,833.71,1849.7
141,21,3,31,1,10,-1.9219,2.0,0.078072,0,0.0,80,0,0.0,,655.6,888.68,1733.1
141,21,3,32,2,10,-1.7925,1.3219,0.029447,0,0.69315,80,1,0.0,,484.45,790.79,1806.3
141,21,3,33,3,10,-1.6645,1.0,0.014772,0,1.7918,80,1,2.0,1.0,-190.28,866.1,2556.4
141,21,3,34,4,10,-1.75,2.8074,0.057355,0,1.7918,80,0,2.0,1.0,638.39,728.16,1589.8
141,21,3,35,5,10,-1.6577,1.0,0.0089239,0,3.1781,80,1,3.0,0.0,717.08,670.2,1453.1
141,21,3,36,6,10,-1.571,0.848,0.0058176,0,4.7875,80,1,2.0,1.0,-0.772,-1.022,1499.8
141,21,3,37,7,10,-1.4911,0.73697,0.0040189,0,4.7875,80,1,0.0,,821.12,1030.9,1709.8
141,21,3,38,8,10,-1.4183,0.65208,0.0028992,0,4.7875,80,1,0.0,,123.31,899.6,1326.4
141,21,3,39,9,10,-1.5466,3.585,0.038369,0,3.1781,80,0,0.0,,1411.8,908.26,996.49
141,21,3,40,10,10,-1.4838,0.70044,0.0023223,1,4.7875,80,1,0.0,,837.12,670.32,1333.2
142,21,4,44,1,15,-1.9219,2.0,0.078072,0,0.0,80,0,0.0,,645.57,1065.3,1919.8
142,21,4,45,2,15,-1.9183,2.3219,0.070299,0,0.0,80,0,0.0,,964.31,1060.7,1596.4
142,21,4,46,3,15,-1.8424,1.585,0.028306,0,0.69315,80,1,4.0,1.0,-40.23,750.88,2672.9
142,21,4,47,4,15,-1.75,1.2224,0.014874,0,1.7918,80,1,4.0,1.0,-48.231,168.18,1716.4
142,21,4,48,5,15,-1.6577,1.0,0.0089239,0,3.1781,80,1,4.0,1.0,-176.15,-43.059,1633.1
142,21,4,49,6,15,-1.571,0.848,0.0058176,0,4.7875,80,1,4.0,1.0,-120.84,-397.7,1223.1
142,21,4,50,7,15,-1.6858,3.3219,0.044315,0,3.1781,80,0,0.0,,471.02,254.17,1283.1
142,21,4,51,8,15,-1.614,0.87447,0.004198,0,4.7875,80,1,0.0,,506.45,679.51,1673.1
142,21,4,52,9,15,-1.5466,0.77761,0.0030736,0,4.7875,80,1,0.0,,691.67,684.78,1493.1
142,21,4,53,10,15,-1.4838,0.70044,0.0023223,0,4.7875,80,1,0.0,,237.09,390.24,1653.2
142,21,4,54,11,15,-1.6049,3.8074,0.033798,0,3.1781,80,0,0.0,,422.5,125.67,1203.2
142,21,4,55,12,15,-1.5488,0.73697,0.0018925,0,3.1781,80,1,0.0,0.0,414.46,-12.347,1073.2
142,21,4,56,13,15,-1.4961,0.67807,0.00151,0,4.7875,80,1,0.0,,723.15,782.92,1559.8
142,21,4,57,14,15,-1.4466,0.62803,0.0012251,0,4.7875,80,1,4.0,1.0,-61.293,615.01,2176.3
142,21,4,58,15,15,-1.4003,0.58496,0.0010082,0,4.7875,80,1,0.0,,230.7,2033.5,1889.6
143,21,5,59,1,5,-1.9219,2.0,0.078072,0,0.0,60,0,0.0,,502.26,1025.3,2189.7
143,21,5,60,2,5,-1.9183,2.3219,0.070299,0,0.0,60,0,4.0,0.0,497.6,780.65,1783.1
143,21,5,61,3,5,-1.8424,1.585,0.028306,0,0.69315,60,1,0.0,,336.28,576.1,1739.8
143,21,5,62,4,5,-1.75,1.2224,0.014874,0,1.7918,60,1,0.0,,568.34,201.45,1133.1
143,21,5,63,5,5,-1.8366,3.0,0.052297,1,1.7918,60,0,0.0,,436.82,349.97,220.03
144,21,6,64,1,8,-1.9219,2.0,0.078072,0,0.0,60,0,0.0,,476.53,736.26,1759.7
144,21,6,65,2,8,-1.7925,1.3219,0.029447,0,0.69315,60,1,0.0,,121.9,751.63,2129.7
144,21,6,66,3,8,-1.8424,2.585,0.063322,0,0.69315,60,0,,,,,
144,21,6,67,4,8,-1.9056,2.8074,0.057355,0,0.69315,60,0,,,,,
144,21,6,68,5,8,-1.8366,1.415,0.014536,0,1.7918,60,1,0.0,,1117.9,631.07,1013.2
144,21,6,69,6,8,-1.761,1.1699,0.008961,0,3.1781,60,1,0.0,,423.28,56.402,1133.1
144,21,6,70,7,8,-1.7899,2.3219,0.022032,0,2.4849,60,0,0.0,,595.27,441.8,1346.5
144,21,6,71,8,8,-1.7296,1.1375,0.0059863,1,2.4849,60,1,0.0,,640.65,690.41,1549.8
145,21,7,75,1,7,-1.9219,2.0,0.078072,0,0.0,60,0,0.0,,1608.7,538.68,430.0
145,21,7,76,2,7,-1.9183,2.3219,0.070299,0,0.0,60,0,,,,,
145,21,7,77,3,7,-1.9502,2.585,0.063322,0,0.0,60,0,0.0,,1599.4,539.4,439.97
145,21,7,78,4,7,-1.9056,1.8074,0.026716,0,0.69315,60,1,1.0,0.0,1208.2,431.39,723.18
145,21,7,79,5,7,-1.8366,1.415,0.014536,0,1.7918,60,1,0.0,,1163.6,626.72,963.15
145,21,7,80,6,7,-1.9219,3.1699,0.047997,0,1.7918,60,0,,,,,
145,21,7,81,7,7,-1.8586,1.3219,0.0088274,1,1.7918,60,1,,,,,
146,22,1,1,1,15,-1.9219,2.0,0.078072,0,0.0,100,0,4.0,0.0,946.87,816.72,1696.4
146,22,1,2,2,15,-1.7925,1.3219,0.029447,0,0.69315,100,1,2.0,0.0,848.56,1038.3,1689.7
